lam,Smax,b,alpha,Perc,beta,gamma,S2max,k1,k2,Obj_Func
0.0001,10106662343.479044,45.89855620633493,0.6024084899175274,65222.347590505226,0.567664480495511,15.193095087835323,3162749235.1808343,3.4128460170311126e-07,21210.27517628183,3.487041248402239
9.518922877719692,867971251.1448417,27.923289331143806,0.9331425568618634,43894.839706861654,0.8984977035945131,21.011447952963852,1423480669.5044396,1.1574074074074074e-09,904650.5497485906,4.692124928867195
7.015526232927712,433099658.24353737,34.60045503587727,0.48618243864098704,37320.227056002455,0.5180275555883602,22.476148679127146,1081735755.2839868,1.1574074074074074e-09,749351.8241188223,4.691192150937281
0.0001,5895505301.222484,30.563767638589617,0.13838341248640204,25351.082120618932,1.0554643890165836,12.749880003968343,307056322.186421,3.968812318424274e-07,374313.21146603185,3.5044415394879014
5.592364572549124,414972224.647698,41.89674779521297,0.5954793340096676,34536.77042148932,0.533543616018413,9.973924404206251,2811366559.260193,1.1574074074074074e-09,1156827.6682446063,4.690487286068229
7.905708985199316,960261581.4654721,32.74803360352692,0.6602079974024642,101446.0632405183,0.4285853714086518,44.59059032340257,3055533198.2195024,1.1574074074074074e-09,769538.5010047901,1.1508870369567645
8.33637096573182,443777080.2812238,42.1149650849585,0.3875648545729451,29549.017140275937,0.6652767061013242,11.193777114571747,1259385559.1313114,1.1574074074074074e-09,463779.4117742855,1.150261219465241
1.186841425632521,118613464.60833761,0.4229605317884649,0.5071404959297056,0.4063657407407407,0.4375170418376524,17.509820115408775,3398499391.56733,1.3896279892780583e-06,411810.5480643882,0.4809561124646937
6.178217533784042,1762986702.4632416,40.96931484146366,0.7020040982861541,84515.37959709321,0.9512135238055012,10.449107181264063,3448914787.0640965,1.1574074074074074e-09,1404114.8502492283,1.1509776755754988
0.0001,8651021409.203028,19.49314683560169,0.15178075383442172,49854.890071158996,0.7021604853422874,13.135587728469064,3488447442.4434996,3.6212935332816445e-07,1078201.81693054,0.6359240401292295
