Cmax,Bexp,Alpha,Ks,Kq,Obj_Func
378.45785122061164,0.040158203283926976,0.19805467263616558,0.5621155083985554,0.04882450741806651,0.4576221202675189
381.4377458457955,0.03860268837995471,0.15593403335844716,0.5351267163125738,0.07923625106141675,0.4556635565052084
368.62116404228686,0.02997159184596277,0.22273466077761422,0.5291132958532854,0.022071241052498563,0.4657354166333004
381.4193431823512,0.0386405292561295,0.1536916975543574,0.5336612580920276,0.05009604772492937,0.45570452884804263
380.723824315443,0.03885907599266726,0.19897490191985723,0.5542086828865983,0.013031922640954033,0.4569123536753334
382.97998966666734,0.03827694196069831,0.12213865061931517,0.5217249709044063,0.0002507016349592321,0.20091094694607695
381.4197416380922,0.03887163080721115,0.16582017127696325,0.5412246678860245,0.09443007103308071,0.20196842424949685
381.3670593574493,0.03871392084093165,0.15251451632636528,0.5328153018143587,0.04275093899790253,0.20192885423983725
381.5063610136345,0.038538246449257026,0.15780227664524363,0.5377192223196156,0.08376940495463803,0.20186543822327038
381.08406997758874,0.038650376558623814,0.16100311916779142,0.5375144392996591,0.07923980771501389,0.20186187658586544
